# relative frequency (MHz), data intensity (counts), fit residuals (counts), data uncertainty (counts)
2.003081442713737488e+03, 1.537000000000000000e+03, -4.350737167524107463e+01, 3.920459156782531807e+01
1.999849600315093994e+03, 1.840000000000000000e+03, -4.023711409065754196e+01, 4.289522117905443110e+01
1.996617795467376709e+03, 2.166000000000000000e+03, -5.626765899685551631e+01, 4.654030511288038241e+01
1.993385854959487915e+03, 2.434000000000000000e+03, -7.519494081182392620e+01, 4.933558553417604031e+01
1.990153894305229187e+03, 2.581000000000000000e+03, -1.030571066971306209e+02, 5.080354318352215159e+01
1.986921913743019104e+03, 2.581000000000000000e+03, -1.519231033446299080e+02, 5.080354318352215159e+01
1.983690028190612793e+03, 2.250000000000000000e+03, -2.193350489280055626e+01, 4.743416490252568707e+01
1.980458007335662842e+03, 2.027000000000000000e+03, -9.215743431258329110e+01, 4.502221673796171331e+01
1.977225966334342957e+03, 1.771000000000000000e+03, -1.511995537571672230e+02, 4.208325082500162750e+01
1.973994020581245422e+03, 1.380000000000000000e+03, -4.604018716795940236e+01, 3.714835124201341898e+01
1.970761939406394958e+03, 1.060000000000000000e+03, 3.979865311991534327e+01, 3.255764119219941222e+01
1.967529953479766846e+03, 9.400000000000000000e+02, -2.135962707720136677e+01, 3.065941943351178267e+01
1.964297831892967224e+03, 8.230000000000000000e+02, -4.105871535376422798e+01, 2.868797657556210368e+01
1.961065690279006958e+03, 6.870000000000000000e+02, -7.802920497464128857e+00, 2.621068484416231215e+01
1.957833528518676758e+03, 5.480000000000000000e+02, 5.334448571329880906e+01, 2.340939982143925135e+01
1.954601462125778198e+03, 5.480000000000000000e+02, -6.462275448177479120e+00, 2.340939982143925135e+01
1.951369260072708130e+03, 4.980000000000000000e+02, -3.133203670694570064e+00, 2.231591360442139660e+01
1.948137038111686707e+03, 4.190000000000000000e+02, 3.887605935387091449e+01, 2.046948949045872013e+01
1.944904911279678345e+03, 4.400000000000000000e+02, -1.187538639567554810e+01, 2.097617696340303084e+01
1.941672648906707764e+03, 3.970000000000000000e+02, 6.868422203196814735e+00, 1.992485884517127559e+01
1.938440482020378113e+03, 4.040000000000000000e+02, -2.015056719863684975e+01, 2.009975124224177989e+01
1.935208179354667664e+03, 3.400000000000000000e+02, 2.714139225682322376e+01, 1.843908891458577415e+01
1.931975856661796570e+03, 3.420000000000000000e+02, 1.105607248581998192e+01, 1.849324200890692893e+01
1.928743513822555542e+03, 3.620000000000000000e+02, -2.092716097503353012e+01, 1.902629759044044633e+01
1.925511266469955444e+03, 3.210000000000000000e+02, 9.793358003582000038e+00, 1.791647286716891685e+01
1.922278883218765259e+03, 2.970000000000000000e+02, 2.490780641796504824e+01, 1.723368793961408585e+01
1.919046480059623718e+03, 3.030000000000000000e+02, 1.117416401978533713e+01, 1.740689518552921200e+01
1.915814056634902954e+03, 2.890000000000000000e+02, 1.840027370970176435e+01, 1.700000000000000000e+01
1.912581728696823120e+03, 2.970000000000000000e+02, 4.432512623468483071e+00, 1.723368793961408585e+01
1.909349380612373352e+03, 2.930000000000000000e+02, 3.146368448150383301e+00, 1.711724276862369010e+01
1.906116781353950500e+03, 2.720000000000000000e+02, 1.944029131580981584e+01, 1.649242250247064234e+01
1.902884392976760864e+03, 2.780000000000000000e+02, 9.231822899085329936e+00, 1.667333200053306541e+01
1.899651869058609009e+03, 2.810000000000000000e+02, 2.451720038949304126e+00, 1.676305461424021104e+01
1.896419440627098083e+03, 2.980000000000000000e+02, -1.795701336977640494e+01, 1.726267650163206824e+01
1.893186876296997070e+03, 2.580000000000000000e+02, 1.895737898014954226e+01, 1.606237840420901009e+01
1.889954292058944702e+03, 2.660000000000000000e+02, 8.154553431362955962e+00, 1.630950643030008962e+01
1.886721687436103821e+03, 2.750000000000000000e+02, -3.399805623306690450e+00, 1.658312395177700083e+01
1.883489178419113159e+03, 2.620000000000000000e+02, 7.265134288770639159e+00, 1.618641405623864671e+01
1.880256649255752563e+03, 2.290000000000000000e+02, 3.812422820902861531e+01, 1.513274595042155646e+01
1.877023868680000305e+03, 2.570000000000000000e+02, 8.155785326546833858e+00, 1.603121954188139853e+01
1.873791299343109131e+03, 2.890000000000000000e+02, -2.565854459933558473e+01, 1.700000000000000000e+01
1.870558594346046448e+03, 2.400000000000000000e+02, 2.166486428551291965e+01, 1.549193338482966809e+01
1.867325984597206116e+03, 2.640000000000000000e+02, -3.887957550298892784e+00, 1.624807680927192166e+01
1.864093123555183411e+03, 2.300000000000000000e+02, 2.867050676841904533e+01, 1.516575088810310135e+01
1.860860473632812500e+03, 2.680000000000000000e+02, -1.067035121692026678e+01, 1.637070554374490072e+01
1.857627687931060791e+03, 2.570000000000000000e+02, -9.202044285074748586e-01, 1.603121954188139853e+01
1.854394997835159302e+03, 2.620000000000000000e+02, -7.087376208637749642e+00, 1.618641405623864671e+01
1.851162287473678589e+03, 2.630000000000000000e+02, -9.179367301330529472e+00, 1.621727474022685556e+01
1.847929325819015503e+03, 2.700000000000000000e+02, -1.720287306427013618e+01, 1.643167672515498268e+01
1.844696575284004211e+03, 2.620000000000000000e+02, -1.016365081652213576e+01, 1.618641405623864671e+01
1.841463688969612122e+03, 2.360000000000000000e+02, 1.493291788128485109e+01, 1.536229149573721564e+01
1.838230898141860962e+03, 2.560000000000000000e+02, -5.917827284190792625e+00, 1.600000000000000000e+01
1.834997855901718140e+03, 2.400000000000000000e+02, 9.279782063373062329e+00, 1.549193338482966809e+01
1.831765024781227112e+03, 2.640000000000000000e+02, -1.547795789018724122e+01, 1.624807680927192166e+01
1.828532057881355286e+03, 2.530000000000000000e+02, -5.194575433932442365e+00, 1.590597372058686609e+01
1.825299186468124390e+03, 2.440000000000000000e+02, 3.126867122017102929e+00, 1.562049935181330795e+01
-1.746252855300903320e+03, 2.140000000000000000e+02, 7.896596430498647123e+00, 1.462873883832779320e+01
-1.749508260488510132e+03, 2.350000000000000000e+02, -1.309500042876987891e+01, 1.532970971675589134e+01
-1.752763511300086975e+03, 2.040000000000000000e+02, 1.791350255385307833e+01, 1.428285685708570085e+01
-1.756018957376480103e+03, 2.310000000000000000e+02, -9.077892178175119398e+00, 1.519868415357066382e+01
-1.759274424076080322e+03, 2.290000000000000000e+02, -7.069183516306850379e+00, 1.513274595042155646e+01
-1.762529911279678345e+03, 1.990000000000000000e+02, 2.293963013375440596e+01, 1.410673597966588488e+01
-1.765785302639007568e+03, 2.560000000000000000e+02, -3.405144992065763176e+01, 1.600000000000000000e+01
-1.769040831089019775e+03, 2.480000000000000000e+02, -2.604242137894303255e+01, 1.574801574802362225e+01
-1.772296379923820496e+03, 2.100000000000000000e+02, 1.196671713864006392e+01, 1.449137674618943805e+01
-1.775551949501037598e+03, 2.330000000000000000e+02, -1.102403263311859405e+01, 1.526433752247374720e+01
-1.778807422995567322e+03, 2.230000000000000000e+02, -1.014669261353105867e+00, 1.493318452306807842e+01
-1.782062917232513428e+03, 2.430000000000000000e+02, -2.100519060727162923e+01, 1.558845726811989607e+01
-1.785318548321723938e+03, 1.890000000000000000e+02, 3.300440552148580764e+01, 1.374772708486752038e+01
-1.788574200034141541e+03, 1.940000000000000000e+02, 2.801412067698311148e+01, 1.392838827718411920e+01
-1.791829872250556946e+03, 2.270000000000000000e+02, -4.976043211427708002e+00, 1.506651917331936374e+01
-1.795085448741912842e+03, 2.110000000000000000e+02, 1.103391547063503708e+01, 1.452583904633394951e+01
-1.798341162085533142e+03, 2.280000000000000000e+02, -5.956000549692618051e+00, 1.509966887054149964e+01
-1.801596896052360535e+03, 2.480000000000000000e+02, -2.594578956517563029e+01, 1.574801574802362225e+01
-1.804852650523185730e+03, 2.130000000000000000e+02, 9.064550530435610654e+00, 1.459451951932642366e+01
-1.808108309268951416e+03, 2.140000000000000000e+02, 8.075021514918006460e+00, 1.462873883832779320e+01
-1.811363988518714905e+03, 1.980000000000000000e+02, 2.408562595750291280e+01, 1.407124727947028830e+01
-1.814619920969009399e+03, 2.180000000000000000e+02, 4.096366883191848274e+00, 1.476482306023340030e+01
-1.817875641465187073e+03, 2.070000000000000000e+02, 1.510724506158828717e+01, 1.438749456993815912e+01
-1.821131498813629150e+03, 2.270000000000000000e+02, -4.881735992137066660e+00, 1.506651917331936374e+01
-1.824387260198593140e+03, 2.430000000000000000e+02, -2.087057465448447147e+01, 1.558845726811989607e+01
-1.827643158793449402e+03, 2.490000000000000000e+02, -2.685926765847176512e+01, 1.577973383805949936e+01
-1.830899077773094177e+03, 2.500000000000000000e+02, -2.784781287666984895e+01, 1.581138830084189628e+01
-1.834155017256736755e+03, 2.320000000000000000e+02, -9.836207723922427704e+00, 1.523154621172781731e+01
-1.837410861134529114e+03, 2.190000000000000000e+02, 3.175550023577784486e+00, 1.479864858694874208e+01
-1.840666725397109985e+03, 2.180000000000000000e+02, 4.187463485063318558e+00, 1.476482306023340030e+01
-1.843922843098640442e+03, 2.160000000000000000e+02, 6.199536303674165083e+00, 1.469693845669906906e+01
-1.847178748488426208e+03, 2.430000000000000000e+02, -2.078823040722818405e+01, 1.558845726811989607e+01
-1.850434790968894958e+03, 2.310000000000000000e+02, -8.775832434402104809e+00, 1.519868415357066382e+01
-1.853690737485885620e+03, 2.140000000000000000e+02, 8.236732314515393227e+00, 1.462873883832779320e+01
-1.856946937561035156e+03, 2.050000000000000000e+02, 1.724946825041089937e+01, 1.431782106327635340e+01
-1.860202925205230713e+03, 2.270000000000000000e+02, -4.737623321232945273e+00, 1.506651917331936374e+01
-1.863459049940109253e+03, 2.240000000000000000e+02, -1.724537818265901024e+00, 1.496662954709576532e+01
-1.866715078830718994e+03, 2.200000000000000000e+02, 2.288727108766352103e+00, 1.483239697419132597e+01
-1.869971244692802429e+03, 2.430000000000000000e+02, -2.069782422347273609e+01, 1.558845726811989607e+01
-1.873227431058883667e+03, 2.220000000000000000e+02, 3.158111671123435826e-01, 1.489966442575133954e+01
-1.876483521699905396e+03, 2.270000000000000000e+02, -4.670363675310028384e+00, 1.506651917331936374e+01
-1.879739749312400818e+03, 2.110000000000000000e+02, 1.134365586884950972e+01, 1.452583904633394951e+01
-1.882995880961418152e+03, 2.650000000000000000e+02, -4.264212747847295759e+01, 1.627882059609970611e+01
-1.886252266168594360e+03, 2.290000000000000000e+02, -6.627708358898161123e+00, 1.513274595042155646e+01
-1.889508439064025879e+03, 2.120000000000000000e+02, 1.038691508573458577e+01, 1.456021977856103611e+01
-1.892764748811721802e+03, 2.320000000000000000e+02, -9.598251563549297316e+00, 1.523154621172781731e+01
-1.896020962715148926e+03, 2.240000000000000000e+02, -1.583205236826415785e+00, 1.496662954709576532e+01
-1.899277313828468323e+03, 2.270000000000000000e+02, -4.567940617323984043e+00, 1.506651917331936374e+01
-1.902533685445785522e+03, 2.460000000000000000e+02, -2.355245388712356203e+01, 1.568438714135812262e+01
-1.905789961099624634e+03, 2.450000000000000000e+02, -2.253674114181029609e+01, 1.565247584249852864e+01
-1.909046373963356018e+03, 2.110000000000000000e+02, 1.147920333529094705e+01, 1.452583904633394951e+01
-1.912302690744400024e+03, 2.590000000000000000e+02, -3.650461688158526385e+01, 1.609347693943108126e+01
-1.915559261083602905e+03, 2.460000000000000000e+02, -2.348819519597552130e+01, 1.568438714135812262e+01
-1.918815619230270386e+03, 2.380000000000000000e+02, -1.547152897636800617e+01, 1.542724862054151203e+01
-1.922072114109992981e+03, 2.160000000000000000e+02, 6.545388668691884959e+00, 1.469693845669906906e+01
-1.925328513264656067e+03, 2.130000000000000000e+02, 9.562561793477243555e+00, 1.459451951932642366e+01
-1.928585165977478027e+03, 2.300000000000000000e+02, -7.420002335296857154e+00, 1.516575088810310135e+01
-1.931841606259346008e+03, 2.410000000000000000e+02, -1.840230064833068013e+01, 1.552417469626002422e+01
-1.935098183751106262e+03, 2.390000000000000000e+02, -1.638432553585104756e+01, 1.545962483374030683e+01
-1.938354665160179138e+03, 2.360000000000000000e+02, -1.336607239760868993e+01, 1.536229149573721564e+01
-1.941611167192459106e+03, 2.160000000000000000e+02, 6.652465464170433052e+00, 1.469693845669906906e+01
-1.944867922902107239e+03, 2.180000000000000000e+02, 4.671295642990145325e+00, 1.476482306023340030e+01
-1.948124465942382812e+03, 2.040000000000000000e+02, 1.869042186169116349e+01, 1.428285685708570085e+01
-1.951381146192550659e+03, 2.550000000000000000e+02, -3.229014723122179475e+01, 1.596871942267131139e+01
-1.954637730598449707e+03, 2.260000000000000000e+02, -3.270406219861939690e+00, 1.503329637837290811e+01
-1.957894568562507629e+03, 1.960000000000000000e+02, 2.674965404219281595e+01, 1.400000000000000000e+01
-1.961151193976402283e+03, 2.190000000000000000e+02, 3.770037907316805104e+00, 1.479864858694874208e+01
-1.964407956719398499e+03, 2.200000000000000000e+02, 2.790754991900712412e+00, 1.483239697419132597e+01
-1.967664623379707336e+03, 2.210000000000000000e+02, 1.811811483217326213e+00, 1.486606874731850603e+01
-1.970921310663223267e+03, 2.220000000000000000e+02, 8.332160269148971565e-01, 1.489966442575133954e+01
-1.974178251504898071e+03, 2.020000000000000000e+02, 2.085497834820398566e+01, 1.421267040355189515e+01
-1.977434979915618896e+03, 2.250000000000000000e+02, -2.122896254040654185e+00, 1.500000000000000000e+01
-1.980691845297813416e+03, 2.280000000000000000e+02, -5.100396746574006102e+00, 1.509966887054149964e+01
-1.983948614954948425e+03, 2.140000000000000000e+02, 8.922484218418588853e+00, 1.462873883832779320e+01
-1.987205638170242310e+03, 2.210000000000000000e+02, 1.945758359623567912e+00, 1.486606874731850603e+01
-1.990462390542030334e+03, 2.580000000000000000e+02, -3.503056853828721273e+01, 1.606237840420901009e+01
-1.993719338417053223e+03, 2.310000000000000000e+02, -8.006483252554460250e+00, 1.519868415357066382e+01
-1.996976190447807312e+03, 2.210000000000000000e+02, 2.018022251445643178e+00, 1.486606874731850603e+01
-2.000233295798301697e+03, 2.110000000000000000e+02, 1.204296114027692965e+01, 1.452583904633394951e+01
-2.003490188956260681e+03, 2.210000000000000000e+02, 2.068340716981538208e+00, 1.486606874731850603e+01
-2.006747102737426758e+03, 2.060000000000000000e+02, 1.709417398144165645e+01, 1.435270009440732331e+01
-2.010004153490066528e+03, 2.090000000000000000e+02, 1.412047349584173617e+01, 1.445683229480096088e+01
-2.013261108398437500e+03, 2.130000000000000000e+02, 1.014724939248793589e+01, 1.459451951932642366e+01
-2.016518316745758057e+03, 2.540000000000000000e+02, -3.082548300329509061e+01, 1.593737745050922783e+01
-2.019775312900543213e+03, 2.190000000000000000e+02, 4.202285270152600560e+00, 1.479864858694874208e+01
-2.023032446026802063e+03, 2.320000000000000000e+02, -8.769429525938932102e+00, 1.523154621172781731e+01
-2.026289483308792114e+03, 2.030000000000000000e+02, 2.025938436807260246e+01, 1.424780684877500647e+01
-2.029546773910522461e+03, 2.320000000000000000e+02, -8.711255655737716097e+00, 1.523154621172781731e+01
-2.032803852438926697e+03, 2.330000000000000000e+02, -9.681339005039063750e+00, 1.526433752247374720e+01
-2.036060951471328735e+03, 2.320000000000000000e+02, -8.650848280191809181e+00, 1.523154621172781731e+01
-2.039318187475204468e+03, 2.300000000000000000e+02, -6.619766475380203019e+00, 1.516575088810310135e+01
-2.042575327754020691e+03, 2.380000000000000000e+02, -1.458807934041345789e+01, 1.542724862054151203e+01
-2.045832721471786499e+03, 2.180000000000000000e+02, 5.444233640080284431e+00, 1.476482306023340030e+01
-2.049089902877807617e+03, 2.480000000000000000e+02, -2.452281442767812791e+01, 1.574801574802362225e+01
-2.052347221136093140e+03, 2.310000000000000000e+02, -7.489201646871151752e+00, 1.519868415357066382e+01
-2.055604443788528442e+03, 2.400000000000000000e+02, -1.645491131491596093e+01, 1.549193338482966809e+01
-2.058861919999122620e+03, 2.120000000000000000e+02, 1.158008012112202323e+01, 1.456021977856103611e+01
-2.062119183659553528e+03, 2.120000000000000000e+02, 1.161578826573688161e+01, 1.456021977856103611e+01
-2.065376467943191528e+03, 2.300000000000000000e+02, -6.347762981529541548e+00, 1.516575088810310135e+01
-2.068633889436721802e+03, 2.260000000000000000e+02, -2.310550005422129516e+00, 1.503329637837290811e+01
-2.071891214966773987e+03, 2.240000000000000000e+02, -2.725523083132657121e-01, 1.496662954709576532e+01
-2.075148794054985046e+03, 2.310000000000000000e+02, -7.233741671009966012e+00, 1.519868415357066382e+01
-2.078406160831451416e+03, 2.450000000000000000e+02, -2.119409856337117048e+01, 1.565247584249852864e+01
-2.081663664579391479e+03, 2.580000000000000000e+02, -3.415359266558365903e+01, 1.606237840420901009e+01
-2.084921072483062744e+03, 2.360000000000000000e+02, -1.211219967518769636e+01, 1.536229149573721564e+01
-2.088178733944892883e+03, 2.040000000000000000e+02, 1.993011323744968877e+01, 1.428285685708570085e+01
-2.091436182975769043e+03, 2.210000000000000000e+02, 2.973369560167753889e+00, 1.486606874731850603e+01
-2.094693769335746765e+03, 2.350000000000000000e+02, -1.098239530772750072e+01, 1.532970971675589134e+01
-2.097951259613037109e+03, 2.310000000000000000e+02, -6.937152400971115185e+00, 1.519868415357066382e+01
-2.101208770394325256e+03, 2.400000000000000000e+02, -1.589086661784870103e+01, 1.549193338482966809e+01
-2.104466534852981567e+03, 2.140000000000000000e+02, 1.015650048606127598e+01, 1.462873883832779320e+01
-2.107724086999893188e+03, 2.410000000000000000e+02, -1.679502128812870865e+01, 1.552417469626002422e+01
-2.110981776118278503e+03, 2.160000000000000000e+02, 8.254611420949004241e+00, 1.469693845669906906e+01
-2.114239369392395020e+03, 2.330000000000000000e+02, -8.694564975445445043e+00, 1.526433752247374720e+01
-2.117497216343879700e+03, 1.900000000000000000e+02, 3.435749683833270751e+01, 1.378404875209022151e+01
-2.120754850745201111e+03, 2.340000000000000000e+02, -9.589166853247490963e+00, 1.529705854077835525e+01
-2.124012622356414795e+03, 2.170000000000000000e+02, 7.465495395788849464e+00, 1.473091986265623454e+01
-2.127270298123359680e+03, 2.330000000000000000e+02, -8.478472368721241992e+00, 1.526433752247374720e+01
-2.130528110861778259e+03, 2.250000000000000000e+02, -4.210158854412782148e-01, 1.500000000000000000e+01
-2.133785944342613220e+03, 2.300000000000000000e+02, -5.362084435088235068e+00, 1.516575088810310135e+01
-2.137043681740760803e+03, 2.110000000000000000e+02, 1.369837506101643498e+01, 1.452583904633394951e+01
-2.140301556348800659e+03, 2.260000000000000000e+02, -1.239575056794251395e+00, 1.503329637837290811e+01
-2.143559334993362427e+03, 2.150000000000000000e+02, 9.824121683923948467e+00, 1.466287829861517977e+01
-2.146817367315292358e+03, 2.210000000000000000e+02, 3.889536214214672327e+00, 1.486606874731850603e+01
-2.150075187206268311e+03, 2.300000000000000000e+02, -5.043273544168187073e+00, 1.516575088810310135e+01
-2.153333144307136536e+03, 2.330000000000000000e+02, -7.974229706116119587e+00, 1.526433752247374720e+01
-2.156591005444526672e+03, 2.350000000000000000e+02, -9.903262737274417304e+00, 1.532970971675589134e+01
-2.159849120020866394e+03, 2.180000000000000000e+02, 7.169713512521980192e+00, 1.476482306023340030e+01
-2.163107022404670715e+03, 2.240000000000000000e+02, 1.244771254038312236e+00, 1.496662954709576532e+01
-2.166364945411682129e+03, 2.550000000000000000e+02, -2.967799724544522633e+01, 1.596871942267131139e+01
-2.169623005390167236e+03, 2.260000000000000000e+02, -5.984971888122458950e-01, 1.503329637837290811e+01
-2.172880969524383545e+03, 2.400000000000000000e+02, -1.451663722060573036e+01, 1.549193338482966809e+01
-2.176139187216758728e+03, 2.680000000000000000e+02, -4.243230591751176917e+01, 1.637070554374490072e+01
-2.179397192597389221e+03, 2.300000000000000000e+02, -4.345406978063948600e+00, 1.516575088810310135e+01
-2.182655335187911987e+03, 2.250000000000000000e+02, 7.441834082358980140e-01, 1.500000000000000000e+01
-2.185913381695747375e+03, 2.250000000000000000e+02, 8.365801549759055433e-01, 1.500000000000000000e+01
-2.189171681880950928e+03, 2.450000000000000000e+02, -1.906807813031639398e+01, 1.565247584249852864e+01
-2.192429769635200500e+03, 2.110000000000000000e+02, 1.503033116254169954e+01, 1.452583904633394951e+01
-2.195687878131866455e+03, 2.490000000000000000e+02, -2.286804071492568369e+01, 1.577973383805949936e+01
-2.198946123600006104e+03, 2.450000000000000000e+02, -1.876303650278808277e+01, 1.565247584249852864e+01
-2.202204389691352844e+03, 2.330000000000000000e+02, -6.654496706817610630e+00, 1.526433752247374720e+01
-2.205462676525115967e+03, 2.360000000000000000e+02, -9.542247920365184655e+00, 1.536229149573721564e+01
-2.208720867276191711e+03, 2.350000000000000000e+02, -8.426109831052912114e+00, 1.532970971675589134e+01
-2.211979195237159729e+03, 2.200000000000000000e+02, 6.694122448167405537e+00, 1.483239697419132597e+01
-2.215237427353858948e+03, 2.270000000000000000e+02, -1.813501249646094493e-01, 1.506651917331936374e+01
-2.218495912909507751e+03, 2.220000000000000000e+02, 4.947709666087831692e+00, 1.489966442575133954e+01
-2.221754186272621155e+03, 2.400000000000000000e+02, -1.291847778596485341e+01, 1.549193338482966809e+01
-2.225012538433074951e+03, 2.570000000000000000e+02, -2.977964558595948574e+01, 1.603121954188139853e+01
-2.228270852923393250e+03, 2.380000000000000000e+02, -1.063552548394017094e+01, 1.542724862054151203e+01
-2.231529304504394531e+03, 1.960000000000000000e+02, 3.151418306237380307e+01, 1.400000000000000000e+01
-2.234787776827812195e+03, 2.030000000000000000e+02, 2.466978883252363630e+01, 1.424780684877500647e+01
-2.238046153187751770e+03, 2.300000000000000000e+02, -2.168377225161037813e+00, 1.516575088810310135e+01
-2.241304666638374329e+03, 2.400000000000000000e+02, -1.199994157443745735e+01, 1.549193338482966809e+01
-2.244563200831413269e+03, 2.430000000000000000e+02, -1.482452048955190094e+01, 1.558845726811989607e+01
-2.247821755528450012e+03, 2.230000000000000000e+02, 5.358305383276160683e+00, 1.493318452306807842e+01
-2.251080214262008667e+03, 2.070000000000000000e+02, 2.154898126629140620e+01, 1.438749456993815912e+01
-2.254338810324668884e+03, 2.150000000000000000e+02, 1.374800896099921488e+01, 1.466287829861517977e+01
-2.257597310304641724e+03, 2.290000000000000000e+02, -4.409816165357938189e-02, 1.513274595042155646e+01
-2.260855947375297546e+03, 2.280000000000000000e+02, 1.173245864674129280e+00, 1.509966887054149964e+01
-2.264114605307579041e+03, 2.060000000000000000e+02, 2.340065273808727397e+01, 1.435270009440732331e+01
-2.267373167157173157e+03, 2.100000000000000000e+02, 1.963878544013493865e+01, 1.449137674618943805e+01
-2.270631866216659546e+03, 2.600000000000000000e+02, -3.011160896151801580e+01, 1.612451549659709826e+01
-2.273890585899353027e+03, 2.510000000000000000e+02, -2.084974420352199331e+01, 1.584297951775485913e+01
-2.277149326205253601e+03, 2.620000000000000000e+02, -3.157475412710002161e+01, 1.618641405623864671e+01
-2.280407970547676086e+03, 2.070000000000000000e+02, 2.371429632770951912e+01, 1.438749456993815912e+01
-2.283666752099990845e+03, 2.380000000000000000e+02, -6.981538034031302686e+00, 1.542724862054151203e+01
-2.286925554156303406e+03, 2.080000000000000000e+02, 2.333886552361084910e+01, 1.442220510185595650e+01
-2.290184260368347168e+03, 2.130000000000000000e+02, 1.867673771083175893e+01, 1.459451951932642366e+01
-2.293443103909492493e+03, 2.310000000000000000e+02, 1.033469250644856174e+00, 1.519868415357066382e+01
-2.296701851367950439e+03, 2.340000000000000000e+02, -1.589460356212526904e+00, 1.529705854077835525e+01
-2.299960735917091370e+03, 2.240000000000000000e+02, 8.809636870860572344e+00, 1.496662954709576532e+01
-2.303219641208648682e+03, 2.510000000000000000e+02, -1.776741534208093753e+01, 1.584297951775485913e+01
-2.306478567004203796e+03, 2.270000000000000000e+02, 6.681418454814632923e+00, 1.506651917331936374e+01
-2.309737397074699402e+03, 2.170000000000000000e+02, 1.715838132772535118e+01, 1.473091986265623454e+01
-2.312996364235877991e+03, 2.280000000000000000e+02, 6.666023686667529091e+00, 1.509966887054149964e+01
-2.316255351901054382e+03, 2.300000000000000000e+02, 5.207136846619363268e+00, 1.516575088810310135e+01
-2.319514360308647156e+03, 2.130000000000000000e+02, 2.278486177023745540e+01, 1.459451951932642366e+01
-2.322773272752761841e+03, 2.210000000000000000e+02, 1.540269824511034358e+01, 1.486606874731850603e+01
-2.326032205820083618e+03, 2.360000000000000000e+02, 1.064627453460786910e+00, 1.536229149573721564e+01
-2.329291275978088379e+03, 2.590000000000000000e+02, -2.122485677420087313e+01, 1.609347693943108126e+01
-2.332550366997718811e+03, 2.230000000000000000e+02, 1.553927700024777891e+01, 1.493318452306807842e+01
-2.335809478402137756e+03, 2.380000000000000000e+02, 1.362764042924510477e+00, 1.542724862054151203e+01
-2.339068493962287903e+03, 2.420000000000000000e+02, -1.747898790654005552e+00, 1.555634918610404505e+01
-2.342327646732330322e+03, 2.290000000000000000e+02, 1.221481207452197282e+01, 1.513274595042155646e+01
-2.345586820125579834e+03, 2.580000000000000000e+02, -1.574057965248735513e+01, 1.606237840420901009e+01
-2.348846014142036438e+03, 2.710000000000000000e+02, -2.760422720920485062e+01, 1.646207763315432970e+01
-2.352105112314224243e+03, 2.430000000000000000e+02, 1.635203818306962376e+00, 1.558845726811989607e+01
-2.355364230990409851e+03, 2.510000000000000000e+02, -5.009038876180454736e+00, 1.584297951775485913e+01
-2.358623603343963623e+03, 2.420000000000000000e+02, 5.478558477140808236e+00, 1.555634918610404505e+01
-2.361882763385772705e+03, 2.450000000000000000e+02, 4.115831214659550596e+00, 1.565247584249852864e+01
-2.365142060518264771e+03, 2.410000000000000000e+02, 9.924203244852378702e+00, 1.552417469626002422e+01
-2.368401261806488037e+03, 2.510000000000000000e+02, 1.928715344643848084e+00, 1.584297951775485913e+01
-2.371660600304603577e+03, 2.510000000000000000e+02, 4.159492243247257193e+00, 1.584297951775485913e+01
-2.374919959306716919e+03, 2.720000000000000000e+02, -1.434759959967988152e+01, 1.649242250247064234e+01
-2.378179338932037354e+03, 2.280000000000000000e+02, 3.245079616865064054e+01, 1.509966887054149964e+01
-2.381438622713088989e+03, 2.520000000000000000e+02, 1.160724496239703285e+01, 1.587450786638754430e+01
-2.384698043704032898e+03, 2.410000000000000000e+02, 2.618648461476306011e+01, 1.552417469626002422e+01
-2.387957485198974609e+03, 2.850000000000000000e+02, -1.373193844696498900e+01, 1.688194301613413373e+01
-2.391216830849647522e+03, 2.890000000000000000e+02, -1.304898095907185507e+01, 1.700000000000000000e+01
-2.394476313710212708e+03, 2.740000000000000000e+02, 7.360480888327742832e+00, 1.655294535724684835e+01
-2.397735700726509094e+03, 2.950000000000000000e+02, -7.345362133493097190e+00, 1.717556403731766679e+01
-2.400995341420173645e+03, 2.920000000000000000e+02, 3.038035531718151105e+00, 1.708800749063506075e+01
-2.404254769563674927e+03, 2.890000000000000000e+02, 1.477474129341948128e+01, 1.700000000000000000e+01
-2.407514334917068481e+03, 2.830000000000000000e+02, 3.121505753532278504e+01, 1.682260384126072239e+01
-2.410773804306983948e+03, 3.280000000000000000e+02, -1.174748952574475425e+00, 1.811077027627483460e+01
-2.414033411026000977e+03, 3.550000000000000000e+02, -1.276026102713296950e+01, 1.884144368141677361e+01
-2.417293038368225098e+03, 3.890000000000000000e+02, -2.766935251630332004e+01, 1.972308292331602075e+01
-2.420552569746971130e+03, 3.770000000000000000e+02, 8.316659918471145829e+00, 1.941648783894759944e+01
-2.423812238335609436e+03, 3.930000000000000000e+02, 2.292600868434362837e+01, 1.982422760159900932e+01
-2.427071810960769653e+03, 4.590000000000000000e+02, -3.382530161894010234e+00, 2.142428528562854950e+01
-2.430331637501716614e+03, 5.100000000000000000e+02, -2.116711703883424889e+00, 2.258317958127242875e+01
-2.433591251373291016e+03, 5.670000000000000000e+02, 1.049724016050902264e+01, 2.381176179958131556e+01
-2.436851002454757690e+03, 6.610000000000000000e+02, 9.465224712661438389e+00, 2.570992026436488231e+01
